Name,Category,Phone,Address,City,Zipcode,Website,AdditionalInfo
Operational Emergency Center,Food Assistance,(206) 772-9232,11410 Renton Ave S.,Seattle,98178,http://www.oecagency.org,"Provides a food pantry for any King County resident; distributes commodities for residents of the zip codes 98118, 98178. An ID is required; may visit once per week."
Neighborhood Service Centers - Ballard,Food Assistance,(206) 684-4060,5604 22nd Ave NW,Seattle,98107-,,Emergency Feeding Program
Maple Valley Food Bank and Emergency Services,Food Assistance,(425) 432-8139,21415 Maple Valley Hwy,Maple Valley,98038,,"Operates food pantry for residents of the Tahoma School District, Covington, Hobart, Ravensdale, and Black Diamond area. Offers limited home delivery."
St. Stephen the Martyr Catholic Church,"Food Assistance, Housing Assistance",(253) 631-1044,13055 SE 192nd St,Renton,98055,,"Provides emergency food; Offers assistance for rent, energy and water bills, prescriptions and medical co-pays. Serves within parish boundaries only. NO move-in."
South King County St. Vincent De Paul - Holy Family Conference,Food Assistance,(253) 833-2546,717 Auburn Way N,Auburn,98002,,"Offers assistance with emergency food needs for Auburn, Algona, and Pacific residents."
Society of Saint Vincent De Paul - Food and Clothing Bank,"Food Assistance, Clothing Assistance",(206) 767-9975,5972 4th Ave S,Seattle,98108,www.stvincentdepaul-seattle.org,"Food pantry and baby cupboard for specific Georgetown, South Park and Tukwila ZIP codes; food bags daily for homeless clients; others may visit once per week."
Society of Saint Vincent De Paul Conference of Sacred Heart - Sack Lunch,Food Assistance,(206) 283-2104,232 Warren Ave N Suite B,Seattle,98109,,"Serves a sack lunch to anyone in need Monday through Friday, except holidays."
St. Francis House,Food Assistance,(206) 621-0945,169 12th Ave,Seattle,98122,,Provides food in emergencies only. AGENCY IS NOT A FOOD PANTRY; snacks and socialization are available.
Neighborhood Service Centers - Capitol Hill,Food Assistance,(206) 684-4574,425 Harvard Ave. E,Seattle,,,Emergency Feeding Program
Vashon Youth and Family Services,Food Assistance,(206) 463-5511,20110 Vashon Hwy SW,Vashon,98070,http://www.vyfs.org,"Provides food vouchers for Vashon Island residents, in collaboration with Vashon/Maury Island Food Bank."
Shoreline Community Care,Housing Assistance,(206) 517-0373,,Shoreline,,http://www.shorelinecommunitycare.net,"Provides limited help with eviction prevention, move-in, utilities and other basic needs for Shoreline residents; organization encourages spiritual involvement."
St. Lukes Operation Blessing,Food Assistance,(253) 941-7270,515 S 312th St,Federal Way,98003,http://www.stlukesfedway.org,Provides limited emergency food. Serves Federal Way School District residents and homeless clients. WALK-IN only.
Seattle Indian Center,Food Assistance,(206) 329-8700,611 12th Ave S #300,Seattle,98144,,Offers free food boxes to low-income Seattle and King County residents.
St. Thomas Catholic Church - Outreach,Food Assistance,(206) 242-5501,4415 S 140th St,Tukwila,98168,,Operates food bank. Wednesday 2:00pm - 3:00pm. Provides food bags to those who register before noon on Wednesday. For people living within parts of 98168 and 98188. See ELIGIBILITY for area served. May receive food every 4 weeks.
The Storehouse,Food Assistance,(253) 631-3038,26201 180th Ave SE,Covington,98042,,Delivers weekly food boxes to families in need in the Covington area. No walk-in services.
Tolt Congregational United Church of Christ,Food Assistance,(425) 333-4254,4851 Tolt Ave,Carnation,98014,http://www.toltucc.org,"Provides emergency vouchers for utilities, food, prescriptions and gasoline for Snoqualmie Valley residents."
Tukwila Pantry,Food Assistance,(206) 431-8293,Riverton Park United Met 3118 S 140th St,Tukwila,98168,http://tukwilapantry.org,"Operates food bank for Tukwila, SeaTac, Burien, Boulevard Park and Skyway. Monday and Wednesday 1:00pm - 4:00pm, Saturday 11:00am - 2:00pm. ID and proof of address required after first visit."
Union Gospel Mission,Food Assistance,(206) 622-5177,318 2nd Ave,Seattle,98104,,Call for schedule and information
University District Food Bank,Food Assistance,(206) 523-7060,1413 NE 50th St,Seattle,98105,http://www.udistrictfoodbank.org,"Food pantry and baby cupboard. General public: Wednesday 9:30am - 1:30pm, Fridays 12:00pm - 4:00pm. Seniors and disabled: Tuesdays"
University Street Ministry,Food Assistance,(206) 522-4366,4740 University Way NE,Seattle,98105,http://www.USMininstry.net,"Offers free meal for youth, ages 13 - 25, from Wednesdays and Thursday 7:00pm - 8:00pm. May also have clothing, toiletries, and books available."
King Conty Department of Community and Human Services - Veterans,"Food Assistance, Housing Assistance",(206) 296-7656,"Wlthew Building 123 3rd Ave S, S",Seattle,98104,http://www.metrokc.gov/dchs/csd/vetera,"Helps veterans with/without children with emergency vouchers for food, shelter, utilities, eviction prevention and move-in costs."
Queen Anne Helpline,Food Assistance,(206) 282-1540,311 W McGraw St,Seattle,98119,http://www.queenannehelpline.org,Provides emergency food bags and vouchers for Queen Anne residents living in ZIP codes 98109 and 98119. Available one time per year. NO OTHER ZIP CODES.
Overlake Service League,Food Assistance,(425) 451-1175,This address is confidential,Bellevue,98004,http://www.overlakeserviceleague.com,Provides emergency food for Bellevue School District residents only. Offers assistance during school breaks. Home visit required eligibility.
King Pacific/Algona Community Senior Center,Food Assistance,(253) 929-1150,100 3rd Ave SE,Pacific,98047,,Distributes federal commodities and bread and baked goods twice a month to zip codes 98001 and 98047.
Phinney Ridge Lutheran Church Food Bank,Food Assistance,(206) 784-7964,7500 Greenwood Ave N,Seattle,98103,http://www.prlc.org,"Operates food pantry for North Seattle residents; zip codes 98103, 98107, 98117, 98125, 98133 and 98177; clients MUST call for appointment to pick-up food."
Pike Market Senior Center/Downtown Food Bank,Food Assistance,(206) 626-6462,1531 Western Ave 5th Floor,Seattle,98101,http://www.figgypudding.org,"Provides food to downtown Seattle, Capitol Hill and Queen Anne residents weekly; No-cook food bags available for homeless; Commodities once per month. Provides baby food, formula and limited supply of diapers; Serves downtown Seattle, Queen Anne, Capitol Hill."
Plateau Outreach Ministries,"Food Assistance, Clothing Assistance",(360) 825-8961,1749 Cole St,Enumclaw,98022,,Provides food and clothing to anyone in need; Wednesday 10:00am - 12:00pm. Clients can visit weekly.
Preston Baptist Food Bank,Food Assistance,(425) 222-7360,31104 SE 86th St,Preston,98050,http://www.prestonbaptistchurch.org,Operates food pantry for anyone in need; Thursdays 11:00am - 12:00pm. Delivery service is available to shut-ins.
Society of Saint Vincent De Paul - Council of Seattle Area,"Food Assistance, Vouchers",(206) 767-6449,Administrative Offices 5950 4th Ave S,Seattle,98108,http://stvincentdepaul-seattle.org,"Provides vouchers to grocery stores and referrals to food pantries, by appointment only; serves Seattle/King County residents."
Puget Sound Labor Agency - King County Offices,Food Assistance,(206) 448-9277,"Seattle Labor Temple 2800 1st Ave, R",Seattle,98121,,Provides food pantry for union members and some residents of Central Seattle and Queen Anne.
Our Lady of Mt. Carmel Center,Food Assistance,(206) 324-1305,508 Broadway,Seattle,98122,http://www.seattlemtcarmel.org,"Provides a daily drop-in center, with soup, sandwich and dessert meal from 9:00am - 11:00am. Offers computer classes, telephone, mail pick-up services, and a library."
Salvation Army - Outreach Ministries Department - North Seattle,Food Assistance,(206) 783-1226,9501 Greenwood Ave N,Seattle,98103,http://www.nwarmy.org,"Provides emergency food bags to families, the homeless, low-income seniors and people with disabilities."
Salvation Army - Social Services Department - East King,Food Assistance,(425) 452-7300,911 164th Ave NE,Bellevue,98008,http://www.salvationarmynw.org,Provides food bags and referral cards to the Emergency Feeding Program; Assistance three times per year.
Salvation Army - Social Services Department - Federal Way/Des Moines,Food Assistance,(253) 946-7933,26419 16th Ave S,Des Moines,98198,http://www.nwarmy.org,Provides emergency food bags once per month to clients in Federal Way/Des Moines area; ID and verification of income and address required.
Providence Regina House,Food Assistance,(206) 763-9204,8201 10th Ave S,Seattle,98108,,"Distributes food to anyone in need, including infant and toddler food and supplies; Clients may visit once each week."
Center for Empowerment,Food Assistance,(206) 722-7310,7930 Rainier Ave S,Seattle,98118,http://www.centerforempowerment.org,Provides food weekly in Rainier Valley; Works to offer food consistent with the diets of an ethnically diverse area; Offers some clothing.
Des Moines Area Food Bank,Food Assistance,(206) 878-2660,United Methodist Church 22225 9th Ave S,Des Moines,98198,http://www.myfoodbank.com,"Operates food bank for residents of Des Moines, SeaTac and West Hill of Kent; Monday, Wednesday, and Friday 9:00am - 11:45am. Clients may visit once per month."
Boomtown Café,Food Assistance,(206) 625-2989,513 3rd Ave,Seattle,98104,,Hearty meals from 7:30am - 1:00pm daily.
Bread of Life Mission,Food Assistance,(206) 682-3579,97 S Main St,Seattle,98104,http://www.breadoflifemission.org,Prepared meals served
Breath of Life Seventh Day Adventist Church,"Food Assistance, Clothing Assistance",(206) 762-0333,9807 26th Ave SW,Seattle,98106,,Serves a hot meal and offers clothing to anyone in need. Distributes sandwiches on the third Sunday of the month at 4:30pm and on the second Saturday of the month at 12:00pm.
Butterfly Thrift Shop,Financial Assistance,(425) 486-3552,10216 NE 183rd,Bothell,98011,,"Provides emergency financial assistance to people in the Northshore School District for basic needs such as food, clothing, rent, utilities, etc. Will consider any need."
Capitol Hill Community Resource Center,Food Assistance,(206) 322-4567,509 10th Ave E,Seattle,98102,http://www.chcrc.org,"Offers food bags, including bags for people with special needs, for anyone in need; Tuesday and Thursday 1:00pm - 4:00pm."
Black Diamond Community Center,"Financial Assistance, Food Assistance, Clothing Assistance",(360) 886-1011,"31605 3rd Ave, Hwy 169",Black Diamond,98010-,,"Offers emergency food, clothing, motel vouchers, rent, move-in and utility help. Also serves Covington and Lake Meridian."
Catholic Community Services - Family Center - South King,Food Assistance,(253) 854-0077,1229 W Smith St,Kent,98035,http://www.ccsww.org,Provides emergency food provisions for homeless clients during hours when food banks are closed.
Beacon Avenue Food Bank,Food Assistance,(206) 722-5105,Bethany Church of Christ 6230 Beacon Av,Seattle,98108,,"Provides food for anyone in need, including limited diapers, baby food and formula; Wednesdays and Fridays 12:00pm - 2:00pm."
Center for Human Services - Shoreline Family Support Center,"Food Assistance, Clothing Assistance",(206) 362-7282,17018 15th Ave NE,Shoreline,98155,,"Provides information and referral, operates a children's clothing exchange, and provides limited numbers of food bags for Shoreline families in need."
Central Area Motivation Program,Food Assistance,(206) 812-4970,722 18th Ave,Seattle,98122,,"Serves clients living in zip codes 98102, 98112 and 98122. Call for food pantry hours and special hours for seniors."
Chief Seattle Club,"Food Assistance, Clothing Assistance",(206) 623-7219,113 Cherry St,Seattle,98104,http://www.chiefseattleclub.org,"Drop-in center provides food, clothing, hygiene facilities, nursing, social time, benefits help for Native Americans and Native Alaskans; Monday Through Friday 7:00am - 9:00am."
Childrens Home Society of Washington - North Seattle Family Center,"Food Assistance, Clothing Assistance",(206) 364-7930,3200 NE 125th St Suite 2,Seattle,98125,http://www.chs-wa.org,"Provides food bags, children's and maternity clothing, diapers; DSHS and Help for Working Families representatives on-site; Serves residents of North Seattle."
Church by the Side of the Road,Food Assistance,(206) 243-5024,3455 S 148th St,Seattle,98168,,"Operates a food pantry for Tukwila and SeaTac. ZIP Codes: 98168, 98188 ONLY. Photo ID and proof of address."
Community Meals,Food Assistance,(425) 284-2218,12828 Northrup Way Suite 100,Bellevue,98005,,"Community Meals brings supper to the hungry, five nights a week in Bellevue and Issaquah."
Catholic Community Services - Family Center - South King,"Food Assistance, Financial Assistance",(253) 850-2523,1229 W Smith St,Kent,98035,http://www.ccsww.org,"Offers assistance with food, eviction prevention, and utilities; SOME move-in, bus, gas, motel vouchers; ONLY for families with children, seniors, and disabled."
King Youthcare - Orion Multi-Service Center,Food Assistance,(206) 622-5555,1828 Yale Ave,Seattle,98101,http://www.youthcare.org,"Provides mobile outreach unit to help youth access social services; offers hot meals, referrals, clothing, showers, and hygiene items."
